"name","counts","id","artistart","song_names_list"
"Crywolf",1,"33o00sXuyWiApOFzo0vr0z","https://i.scdn.co/image/ab6761610000e5ebf88d0125069c387de904ec0b","1.Never Be Like You "
"Cynthia Erivo",1,"46UMQ0cW8ToR8egkBRwAxZ","https://i.scdn.co/image/ab6761610000e5eba659dee02b070f8bac41ff49","1.Fly Before You Fall"
"D'Angelo",1,"336vr2M3Va0FjyvB55lJEd","https://i.scdn.co/image/c69197fa9d01ec73e2617525b920e76b550ba2e2","1.Nothing Even Matters"
"D. Woods",1,"1Qceau3EXQ0nVywCdY8smF","https://i.scdn.co/image/bc55738723ff9ac3baec078cc3cf51c67232989c","1.Legs, Hips, Body"
"Danity Kane",1,"3FD9VAd0ppjmKbfxF4LzUh","https://i.scdn.co/image/68125870fdff456e17ad48b25d0ba948d1379515","1.Show Stopper"
"DAY26",1,"7dpKVB4mK3ufNdZOpMKtrd","https://i.scdn.co/image/45f7e711025dc10210b349f4e79e8d81a07ba2b0","1.Since You've Been Gone"
"Death Cab for Cutie",1,"0YrtvWJMgSdVrk3SfNjTbx","https://i.scdn.co/image/ab6761610000e5eb378adae733fc578108e3f534","1.I Will Possess Your Heart "
"DeCarlo",1,"0HjQbsxkkqV6Et2YoFHd48","https://i.scdn.co/image/ab6761610000e5ebec080a9d401b53c0f12a0eda","1.There For You "
"Demi Lovato",1,"6S2OmqARrzebs0tKUEyXyp","https://i.scdn.co/image/ab6761610000e5ebe106fea940fcf250f8dd5bfe","1.Ruin The Friendship"
"Dermot Kennedy",1,"5KNNVgR6LBIABRIomyCwKJ","https://i.scdn.co/image/ab6761610000e5eb01d2c1d798d01d814a830430","1.Outnumbered"
"Dido",1,"2mpeljBig2IXLXRAFO9AAs","https://i.scdn.co/image/ab6761610000e5ebf36e7b59cdaa0df8bee8e63f","1.Stan"
"Dinah Washington",1,"32LHRiof0sa4taYew9i3Fa","https://i.scdn.co/image/219cf4ef5ee4065d4b431da35b9997aaa7293c8d","1.Baby, You've Got What It Takes"
"DJ Casper",1,"5o7DmXxAI7rg7qBUvcLq2s","https://i.scdn.co/image/ab67616d0000b2738741989d40edf8577610b1aa","1.Cha Cha Slide"
"DJ Khaled",1,"0QHgL1lAIqAw0HtD7YldmP","https://i.scdn.co/image/ab6761610000e5eb084f36c2ae2da4a02494e1e5","1.Wild Thoughts"
"DJ Kool",1,"1SWGyp2nxNSyQkRX1eqoUp","https://i.scdn.co/image/ab67616d0000b27374cacf1617408f745cad3ca1","1.Let Me Clear My Throat"
"Dolly Parton",1,"32vWCbZh0xZ4o9gkz4PsEU","https://i.scdn.co/image/ab6761610000e5eb33c82e34ebf51636457796ff","1.TYRANT"
"Dom Kennedy",1,"3s8alQfNnY0roAHaJh7Xxt","https://i.scdn.co/image/ab6761610000e5eb81dbd99a7dd3f54a1944e4f6","1.Nunya"
"Donny Hathaway",1,"0HU0U9kdXEHZVxUNbuQe8S","https://i.scdn.co/image/2c9a122b0f6a1c6f083b1725f309d3a25636f4ae","1.This Christmas"
"Dorothy Kirsten",1,"3mMDsLh0ODpEuwpvn9sitk","https://i.scdn.co/image/ab67616d0000b273bd323bc0a7d2303f297d161f","1.Baby, It's Cold Outside"
"Dr. Chill",1,"02sp94ivWaP4d19xhQvIXC","https://i.scdn.co/image/ab6761610000e5ebf0b0de447b13df3afb250b5f","1.Oblivion (Creation)"
"Dru Hill",1,"1255GTUKNCLCTvH9ctD4cT","https://i.scdn.co/image/20ec81c529aabd81f6e29600423e9e7ce89b6c01","1.Rollercoaster"
"Duffy",1,"37NqXwtb6nIEqRt4EJSoIO","https://i.scdn.co/image/ab6772690000c46c50e750d1aed632c37a450ffb","1.Mercy"
"dvsn",1,"7e1ICztHM2Sc4JNLxeMXYl","https://i.scdn.co/image/ab6761610000e5ebeb241673a5bd438b51ba124e","1.Touch It (Do It Well Pt. 4)"
"E-40",1,"3crnzLy8R4lVwaigKEOz7V","https://i.scdn.co/image/ab6761610000e5eb8ca18cf65fbe696a56d9cfda","1.Tell Me When to Go"
"Egypt 80",1,"6L71LxY17w8Yzh1zUphpiW","https://i.scdn.co/image/ab6761610000e5eb68d4b08ad9d1ed9519a6836b","1.Float"
"Ella Fitzgerald",1,"5V0MlUE1Bft0mbLlND7FJz","https://i.scdn.co/image/3c1d23141059785c8a863137d176319329dc17ef","1.I Shall Not Be Moved"
"Elvis Presley",1,"43ZHCT0cAZBISjO8DG9PnE","https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c","1.Can't Help Falling in Love"
"Eminem",1,"7dGJo4pcD2V6oG8kP0tJRR","https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b","1.Stan"
"Emmy Meli",1,"71szvmFWd7TUa7b6XmXj9k","https://i.scdn.co/image/ab6761610000e5ebebe80557b2996cbf749a93f9","1.I AM WOMAN"
"EPMD",1,"3zpKjsMg2gw1St5WcWoUJN","https://i.scdn.co/image/05b891a72c523a052a810172525bd317693530e4","1.You're A Customer"
"Erykah Badu",1,"7IfculRW2WXyzNQ8djX8WX","https://i.scdn.co/image/ab6761610000e5ebfb1bc9e7ca44d473641b7842","1.Next Lifetime"
"Evelyn Champagne King",1,NA,NA,"1.Love Come Down"
"Fabolous",1,"0YWxKQj2Go9CGHCp77UOyy","https://i.scdn.co/image/ab6761610000e5ebece5603bef9fa046ef9a178c","1.Make Me Better"
"Fantasia",1,"7xAcVHPiirnUqfdqo0USb1","https://i.scdn.co/image/ab6761610000e5eb78bf731dde467f2f0c60ca6b","1.Free Yourself"
"Fifth Harmony",1,"1l8Fu6IkuTP0U5QetQJ5Xt","https://i.scdn.co/image/ab6761610000e5eb5acb3cb0a8b87d3952738b97","1.Feels - Recorded at Spotify Studios NYC"
"Five Finger Death Punch",1,"5t28BP42x2axFnqOOMg3CM","https://i.scdn.co/image/ab6761610000e5eb1e7f796a17c2dc3c28bdeeb9","1.Dying Breed"
"FKA twigs",1,"6nB0iY1cjSY1KyhYyuIIKH","https://i.scdn.co/image/ab6761610000e5eb1a8242e65195789d352c97bd","1.Papi Pacify"
"FLAME",1,"2s6kyMmJZFgPCHXU0QxJLp","https://i.scdn.co/image/ab6761610000e5eb9887cf4f5ec83a970317760f","1.Joyful Noise"
"Flo Rida",1,"0jnsk9HBra6NMjO2oANoPY","https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452","1.Low"
"Frank Ocean",1,"2h93pZq0e7k5yf4dywlkpM","https://i.scdn.co/image/ab6761610000e5ebee3123e593174208f9754fab","1.Oceans"
"G-Eazy",1,"02kJSzxNuaWGqwubyUba0Z","https://i.scdn.co/image/ab6761610000e5ebb796c0db7acaf3f1b71d1e3b","1.Pass It"
"Gavin Lurssen",1,NA,NA,"1.Happily Divorced Theme Song"
"Geto Boys",1,"3f5fB1YUbkUnW7cf7I0R48","https://i.scdn.co/image/9165a299c5518f696ae5ba3e9d83d867ea54323b","1.Mind Playing Tricks on Me"
"Ginuwine",1,"7r8RF1tN2A4CiGEplkp1oP","https://i.scdn.co/image/c8bc9979554744c06b3c62b7e94b82cd9303ec81","1.In Those Jeans"
"Glacia Robinson",1,"2sJrqtiQhwAGXOBwtwVAwq","https://i.scdn.co/image/ab67616d0000b27301c707b1993fd4b3196bb0c1","1.Hold My Hand Today"
"Gladys Knight & The Pips",1,"0TF2NxkJZPQoX1H53rEFM1","https://i.scdn.co/image/17992d522bd50efb63c2a353d2baf7d6957fb6ca","1.The Night Before Christmas"
"Glee Cast",1,"0SCbttzoZTnLFebDYmAWCm","https://i.scdn.co/image/5b5a95f260ac429405e871777e3c17c9126c30ad","1.Smooth Criminal"
"Glenn Close",1,"5gYZraqDisF60MICASfpWe","https://i.scdn.co/image/de2cb0bf990d8ef71258737aa975c66779cbf512","1.You'll Be In My Heart"
"Glenn Lewis",1,"28821fRwpAWk44HfJ96PGV","https://i.scdn.co/image/f7073b6ae6cb09ae1f06adc1e697096f4b3390dc","1.Fall Again"
"GoldLink",1,"5XenQ7XfcvQdfIbpLEFaKQ","https://i.scdn.co/image/337c0f44dae54bf2e2dbea22c4a6901a3055ad27","1.Crew"
"Grace Jones",1,"2f9ZiYA2ic1r1voObUimdd","https://i.scdn.co/image/ab6761610000e5ebc1c97da9c6326675e8c493cd","1.MOVE"
"GRADES",1,"5xtS6AoBUHhaAhxC1JN3PY","https://i.scdn.co/image/799b7ec41f983e6b8f3d832f74682bd1826ba968","1.If You Let Me"
"Guus Dielissen",1,"2lBxgKTiYd4kpfnAnFyI1P","https://i.scdn.co/image/ab6761610000e5ebb30ba0d1fdbc9b51eb484758","1.Canon In D - Guitar Version"
"H-Town",1,"21gGD9dUby5ls0belA1wqZ","https://i.scdn.co/image/ab6761610000e5eb48e775ef31291768ca6bf820","1.Knockin' da Boots"
"Hal Mooney",1,NA,NA,"1.I Put A Spell On You"
"Hamzaa",1,"3TXjnAw0sg1VVdnR9fGdBs","https://i.scdn.co/image/ab6761610000e5eb1af65731fb1266c2042a6a72","1.Sunday Morning"
"Hannah Montana",1,"7nU4hB040gTmHm45YYMvqc","https://i.scdn.co/image/ab6761610000e5eb6c851c42d7b31d0ad93d4b94","1.The Best of Both Worlds"
"Hayley Kiyoko",1,"3LjhVl7GzYsza1biQjTpaN","https://i.scdn.co/image/ab6761610000e5eb9518c52fa035e0cfb3d29724","1.Cherry"
"Hollow Coves",1,"7IAFAOtc9kTYNTizhLSWM6","https://i.scdn.co/image/ab6761610000e5eb81c0e43195b10b16081a5fc4","1.The Woods"
"IDK",1,"6aiFCgyKNwF9Rv5TOxnE8E","https://i.scdn.co/image/ab6761610000e5eb06221855cf6eaa4d2ebc022d","1.Breathe"
"Idman",1,"6N13mUTgkfYEUmW8R2GH0G","https://i.scdn.co/image/ab6761610000e5eb9a8fdbb9824817d3a4b93391","1.Down For It"
"If/Then Cast",1,NA,NA,"1.Here I Go"
"India.Arie",1,"7Gf3LSwa5hh8Cjo60WhVjC","https://i.scdn.co/image/c69fddc6c3c24739dabca3f928fdaf93ffd28b3f","1.Beautiful Surprise"
"Isaac Hayes",1,"3IKV7o6WPphDB7cCWXaG3E","https://i.scdn.co/image/ab6761610000e5eb21359c0ca388c85629ed7d29","1.Walk On By"
"Ja Rule",1,"1J2VVASYAamtQ3Bt8wGgA6","https://i.scdn.co/image/ab6761610000e5ebb47b549b590b63e52c68b89b","1.I Cry"
"Jaheim",1,"4sbB4Yy6Qig51pKCIKSLw3","https://i.scdn.co/image/f6a163462d7ef7edf6a3050d9b9a5f8d6e475306","1.Could It Be"
"Jake Isaac",1,"6q94KewnCnut4Ta36dCoaB","https://i.scdn.co/image/ab6761610000e5eb20fc1380fc798ee0b770e04f","1.Talk About It"
"James Arthur",1,"4IWBUUAFIplrNtaOHcJPRM","https://i.scdn.co/image/ab6761610000e5eb2a0c6d0343c82be9dd6fce0b","1.Certain Things"
"James Ingram",1,"5bTTx0CRvZj1kRJwUsWWYo","https://i.scdn.co/image/dcd0a82176f8716c4e18420809c6939fb8bab0d3","1.I Believe I Can fly"
"Jamie Foxx",1,"7LnaAXbDVIL75IVPnndf7w","https://i.scdn.co/image/a3823abbd476fa00cdf95a9f5cbbe09d2f96add2","1.Storm (Forecass)"
"Jason Mraz",1,"4phGZZrJZRo4ElhRtViYdl","https://i.scdn.co/image/ab6761610000e5ebc3b370fc26c83312db52af14","1.I'm Yours"
"Javier",1,"4iwS6LJddmu3Rldz4aGpCi","https://i.scdn.co/image/8424cbe04d9a679d57fc366ac68690f8ad2be9bb","1.Crazy"
"Jeezy",1,"4yBK75WVCQXej1p04GWqxH","https://i.scdn.co/image/ab6761610000e5eb075a4c9d6da66addd8247c12","1.Death Of Me"
"Jenő Jandó",1,"5Kb0Qf13EyYtVJvzCdI9M7","https://i.scdn.co/image/34110ec088c4d87c11a5aaa4744ff893bea593e8","1.Piano Sonata No.14 in C-Sharp Minor"
"Jeremy Lubbock",1,NA,NA,"1.Evergreen"
"Jidenna",1,"4TsHKU8l8Wq7n7OPVikirn","https://i.scdn.co/image/ab6761610000e5eb1412a6c6ccf340d8623cd6ab","1.Yoga"
"Jodeci",1,"1eNkUXHPaXyuyC8NAgzykK","https://i.scdn.co/image/b4600df5d140fabc3e596758c9d4c9ccc83326ba","1.Come & Talk To Me"
"Johann Sebastian Bach",1,"5aIqB5nVVvmFsvSdExz408","https://i.scdn.co/image/a2ec08fe69ecec2748fbc764aede8f1b03ae8f88","1.Cello Suite No.1 in G Major"
"John Reilly",1,"0h7ovzTYZqHVB7hDHqQ3nq","https://i.scdn.co/image/ab67616d0000b2733aee0720c254a1d81bc91aa1","1.Joyful Noise"
"John Williams",1,"3dRfiJ2650SZu6GbydcHNb","https://i.scdn.co/image/ab6761610000e5eb86b13e4d2e65ebf694384ef4","1.Theme from Superman"
"Johnta Austin",1,"0DRTDBGl9fBAzVdF1IFA75","https://i.scdn.co/image/ab6761610000e5ebd5a09664d144d2d84f1f2107","1.Shortie Like Mine "
"Jon B.",1,"3SRJWVa6lZnqRHOyAHmDrX","https://i.scdn.co/image/ba476cf040939daadeff4c3a2915b234cd2ee6f3","1.Calling On You"
"Jordan Rakei",1,"24icoQNJSEWNu3XvqKBR68","https://i.scdn.co/image/ab6761610000e5eb47d03ee30e2e04d5f4e75f9f","1.Shadows"
"Jorge Calandrelli",1,NA,NA,"1.Fall Again"
"Joy Oladokun",1,"7rrTqtOUOwva4sgTx9C9F9","https://i.scdn.co/image/ab6761610000e5eb1c71cdfa28fca2fa5b49ddd1","1.Blink Twice"
"Juice WRLD",1,"4MCBfE4596Uoi2O4DtmEMz","https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944","1.Lucid Dreams"
"Juicy J",1,"5gCRApTajqwbnHHPbr2Fpi","https://i.scdn.co/image/ab6761610000e5eb116fc50265ef72d7e66723a5","1.Bandz A Make Her Dance"
"Jussie Smollett",1,"120Hnh6hOWiIpfL4WDo7nm","https://i.scdn.co/image/ab6761610000e5eba9aceb17c52d236852d2f15d","1.Good Enough"
"Kali Uchis",1,"1U1el3k54VvEUzo3ybLPlM","https://i.scdn.co/image/ab6761610000e5eb51dfdac248da65a860963b68","1.Get You"
"Kandi",1,"0ThrQemMA2B8xxusTUl8IM","https://i.scdn.co/image/ab6761610000e5ebf6c4acab4c1cc0ac78c19339","1.Legs, Hips, Body"
"Kanye West",1,"5K4W6rqBFWDnAN6FQUkS6x","https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a","1.Good Life"
"Kaskade",1,"6TQj5BFPooTa08A7pk8AQ1","https://i.scdn.co/image/ab6761610000e5ebc96f32c30b4c236b5b9c40fa","1.Lessons In Love"
"Keak Da Sneak",1,"1sPpJhevOYz54gNgeh2LaV","https://i.scdn.co/image/ab6761610000e5eb0d02b22eb2ca5481d5403fd9","1.Tell Me When to Go"
"KeKe Wyatt",1,"0KWcq2E8ejxp78jdfpCd4K","https://i.scdn.co/image/86897fa97f793dbef565ac8c44b0d5d19707079c","1.My First Love"
"Kelis",1,"0IF46mUS8NXjgHabxk2MCM","https://i.scdn.co/image/ab6761610000e5ebd1222863c4217cf03dde3613","1.Milkshake"
"Keri Hilson",1,"63wjoROpeh5f11Qm93UiJ1","https://i.scdn.co/image/d4292e99f89f4a9e75e9723da5a0d592ed307215","1.Slow Dance"
"Keyshia Cole",1,"1vfezMIyCr4XUdYRaKIKi3","https://i.scdn.co/image/ab6761610000e5eb1ab13fdacbb8017ec4087ca9","1.I Changed My Mind"
"Khalid",1,"6LuN9FCkKOj5PcnpouEgny","https://i.scdn.co/image/ab6761610000e5eb24ff450c42d4e36fb34a7631","1.lovely"
"Khia",1,"3q7isf09BuwXLyR2khBs60","https://i.scdn.co/image/ab6761610000e5eb1b833fd95b5771369ae57a61","1.The K-Wang"
"Kiandra Richardson",1,NA,NA,"1.Home Is on the Way"
"Kidd Kidd",1,"2zJoKYyLmhvsq3ORbXE7xF","https://i.scdn.co/image/ab6761610000e5eb9bc8b3b78ab5506ebe6a364e","1.Mrs. Officer"
"Kidsongs",1,"4kFnO9EhFN74EK1a2UH5ZW","https://i.scdn.co/image/ab6761610000e5ebe6a1349717e9e652d8a63100","1.Jingle Bells"
"Kidz Bop Kids",1,"1Vvvx45Apu6dQqwuZQxtgW","https://i.scdn.co/image/ab6761610000e5eb72c72bfa75f2d33c9fb441f9","1.Old Town Road"
"Kings of Leon",1,"2qk9voo8llSGYcZ6xrBzKx","https://i.scdn.co/image/ab6761610000e5eb6fc940f2e99875ced9bafed0","1.Sex on Fire"
"KIRBY",1,"5lcDGoJUr5WY5bCFAfYbCU","https://i.scdn.co/image/ab6761610000e5eb05fe433aad7eef8da0f5819f","1.Loved by You"
"Kizomba da Boa",1,"5s5qErKST3QG1Lsiqg4v3i","https://i.scdn.co/image/ab6761610000e5eb7b42f3fea9437e6027cc3b3a","1.Denovo"
"Kodak Black",1,"46SHBwWsqBkxI7EeeBEQG7","https://i.scdn.co/image/ab6761610000e5eb70c05cf4dc9a7d3ffd02ba19","1.Wake Up in the Sky"
"Krayzie Bone",1,"53B8dEQzmtefvkdCAkO0YR","https://i.scdn.co/image/ab6761610000e5eb0bc1497c23c5612db272540b","1.Ridin'"
"LaBelle",1,"3DznKagEU8yMQZR9z33Da5","https://i.scdn.co/image/ee4abaa4b898c4233b881056fd3caa9ddc87c82d","1.Lady Marmalade"
"Lady Gaga",1,"1HY2Jd0NmPuamShAr6KMms","https://i.scdn.co/image/ab6761610000e5eb60f57316669a4ba12eb37b94","1.Always Remember Us This Way"
"Lecrae",1,"1CFCsEqKrCyvAFKOATQHiW","https://i.scdn.co/image/ab6761610000e5eb5dc4cfdf2285a79b52be64ae","1.Joyful Noise"
"Leon Bridges",1,"3qnGvpP8Yth1AqSBMqON5x","https://i.scdn.co/image/ab6761610000e5ebd5112a5b16a01e971ebb049c","1.Beyond"
"Lil' Mo",1,"5wBDD4FNJvob5fAGkAIQ92","https://i.scdn.co/image/f6cfde24e8dde3bc5eb7efa75d2665419dea64e2","1.I Cry"
"Lil Nas X",1,"7jVv8c5Fj3E9VhNjxT4snq","https://i.scdn.co/image/ab6761610000e5eb0eefd7d68573ea8f0f4db84a","1.SUN GOES DOWN"
"Lily Massie",1,"2kQ4RPZzQ5YVAcWNC162x9","https://i.scdn.co/image/ab6761610000e5eb590b2a563168238434836124","1.Lose"
"Little Mix",1,"3e7awlrlDSwF3iM0WBjGMp","https://i.scdn.co/image/ab6761610000e5eb08cd53940cbf5813ee5fe565","1.Love (Sweet Love)"
"LOONY",1,"0xSfdfhcXN6T8M5gt7VwK0","https://i.scdn.co/image/ab6761610000e5eb39b0e119897f966b84339186","1.either side"
"Loose Ends",1,"4q3lWHEW55hoLJNzZskFVo","https://i.scdn.co/image/ab6761610000e5eb50b7b67c987095c6b17ea60b","1.Hagin' On A String"
"Louis Armstrong",1,"19eLuQmk9aCobbVDHc6eek","https://i.scdn.co/image/ab6772690000c46c4a0e9d5e55f9f3721c3243c5","1.What A Wonderful World"
"Ludwig van Beethoven",1,"2wOqMjp9TyABvtHdOSOTUS","https://i.scdn.co/image/ab6761610000e5eba636b0b244253f602a629796","1.Piano Sonata No.14 in C-Sharp Minor"
"Luniz",1,"3z3g65U7mmyyBmmDfsQK9x","https://i.scdn.co/image/ab67616d0000b273c1ea4aac1ad07a38c59dd30c","1.I Got 5 On It"
"MacFadden & Whitehead",1,NA,NA,"1.Ain't No Stoppin' Us Now"
"Mahalia",1,"16rCzZOMQX7P8Kmn5YKexI","https://i.scdn.co/image/ab6761610000e5ebfee7db9b30ece7ac8b55f6d1","1.Just a Closer Walk with Thee,2.Cheat"
"Mahalia Jackson",1,"6QBUIuGCAJSAtefEY1EEdB","https://i.scdn.co/image/7eba64c0f27b073adbe7f0d0c46dd1880dd8658d","1.Just a Closer Walk with Thee"
"Makaveli",1,"4pmNqFu71wEmFXSsYAiWK8","https://i.scdn.co/image/ab6761610000e5eb2275cee3b8cca367d8e2ea79","1.Me And My Girlfriend "
"Marcia Griffiths",1,"4qLV9FR6ZVLS6W8drD78hM","https://i.scdn.co/image/d8bb4c50b7545c999e1b03a5b724272b4d4314e5","1.Electric Boogie"
"Marian Hill",1,"1xHQO9GJIW9OXHxGBISYc5","https://i.scdn.co/image/ab6761610000e5eb65f01a288ca1ad0194c1e051","1.Down"
"Mario Winans",1,"4BIQA9vRkqXEnA2twmq7mU","https://i.scdn.co/image/ab6761610000e5eb3f716e9a9961e612458b8518","1.I Don't Wanna Know"
"Mark Exodus",1,"5QuaUicw0RJdqHlUJdkQWz","https://i.scdn.co/image/ab6761610000e5eb2c83be17855ecc316146d2b1","1.Denovo"
"Mavis Staples",1,"0cTSCsVx04SSht9V6cpKN0","https://i.scdn.co/image/ab6761610000e5eb56040cbcdbe7161d9cad01ea","1.We Shall Not Be Moved"
"Mecca",1,"6a0Q5bzZXmyosnMi7rHcWh","https://i.scdn.co/image/ab67616d0000b273e108e89840437d452e07ecfe","1.Feelin' It"
"Meek Mill",1,"20sxb77xiYeusSH8cVdatc","https://i.scdn.co/image/ab6761610000e5ebc14756c27212bdea80f6cfac","1.Dangerous "
"Melanie Martinez",1,"63yrD80RY3RNEM2YDpUpO8","https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0","1.Dollhouse"
"Memphis Bleek",1,"4jWzNq3sdzSpqn7BnzvIKn","https://i.scdn.co/image/ab6761610000e5ebab323b375d819c3100579bc3","1.More Money More Cash Moe Hoes"
"Men I Trust",1,"3zmfs9cQwzJl575W1ZYXeT","https://i.scdn.co/image/ab6761610000e5ebfd30ebd7e80dad6b2383aab0","1.Serenade of Water"
"Meshell Ndegeocello",1,"0uZRjholJ0fVC2J9EvnYnj","https://i.scdn.co/image/ab6761610000e5eb0fa524cee563b513fea7adea","1.Bitter"
"Michael Marshal",1,NA,NA,"1.I Got 5 On It"
"Michael Watts",1,"3ICqllVSnxgXNXGwp0GAO0","https://i.scdn.co/image/ab67616d0000b273e38b15da4ddb231d2d72d56b","1.International Players Anthem"
"Mickey Guyton",1,"6nfN5B7Jmi853SHa9106Hz","https://i.scdn.co/image/ab6761610000e5eb6628e473b23aa008b7e45c9c","1.Dancing In The Living Room"
"Migos",1,"6oMuImdp5ZcFhWP0ESe6mG","https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34","1.MotorSport"
"Miguel",1,"360IAlyVv4PCEVjgyMZrxK","https://i.scdn.co/image/ab6761610000e5eb4669166b571594eade778990","1.Sure Thing"
"MK xyz",1,"3vwC5qKVfZGqWAXzwrqCe0","https://i.scdn.co/image/ab6761610000e5eb47f2541e6366ca701f7752df","1.Pass It"
"Mobb Deep",1,"6O2zJ0tId7g07yzHtX0yap","https://i.scdn.co/image/ab6761610000e5ebf85a8db4c66d84f796d2afe5","1.Quiet Storm - Remix"
"Moxie Knox",1,"74CYFM6ycgObPCetlhgcbj","https://i.scdn.co/image/ab6761610000e5eb88591eb7bc2167ec78eabf15","1.Thorough"
"Mulan Cast",1,NA,NA,"1.I'll Make a Man Out of You"
"Muni Long",1,"7tjVFCxJdwT4NdrTmjyjQ6","https://i.scdn.co/image/ab6761610000e5ebcf6fe31cd504d31909f25c64","1.Made For Me"
"Myday Parade",1,NA,NA,"1.Jamie All Over"
"N.W.A.",1,"4EnEZVjo3w1cwcQYePccay","https://i.scdn.co/image/4f36d3f900eaf8381b0d3f5febe0e5bf8c94dbea","1.Fuck Tha Police"
"Natasha Bedingfield",1,"7o95ZoZt5ZYn31e9z1Hc0a","https://i.scdn.co/image/ab6761610000e5eb15f48264917c2b09a573ecc7","1.Unwritten"
"Nature",1,"6hOMsNrEKV7FzQpypeZGf5","https://i.scdn.co/image/ab6761610000e5eb247e50459af027fba70d9cc8","1.Phone Tap"
"Naughty Boy",1,"1bT7m67vi78r2oqvxrP3X5","https://i.scdn.co/image/ab6761610000e5eba19c2ed6473d34ac24bd4093","1.No One's Here To Sleep"
"Neil Diamond",1,"7mEIug7XUlQHikrFxjTWes","https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12","1.Sweet Caroline"
"Nelly",1,"2gBjLmx6zQnFGQJCAQpRgw","https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f","1.Hot In Herre"
"Neon Trees",1,"0RpddSzUHfncUWNJXKOsjy","https://i.scdn.co/image/ab6761610000e5eb2781a8f12aac83aaff949017","1.Lessons In Love"
"Nikki Minaj",1,NA,NA,"1.BedRock"
"Oasis",1,"2DaxqgrOhkeH0fpeiQq2f4","https://i.scdn.co/image/ab6761610000e5eb0522e98a6f0cf1ddbee9a74f","1.Wonderwall"
"Offset",1,"4DdkRBBYG6Yk9Ka8tdJ9BW","https://i.scdn.co/image/ab6761610000e5eb628143c3dd14fc995f925d56","1.Ric Flair Drip"
"Omar Apollo",1,"5FxD8fkQZ6KcsSYupDVoSO","https://i.scdn.co/image/ab6761610000e5ebae8080a07532b843b42acec1","1.Ivory"
"P!nk",1,"1KCSPY1glIKqW2TotWuXOR","https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588","1.U + Ur Hand"
"Paolo Montalban",1,NA,NA,"1.""Do I Love You Because You're Beautiful"""
"Paramore",1,"74XFHRwlV6OrjEM0A2NCMF","https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865","1.Tell Me How"
"Patrice Rushen",1,"1mNnxxnPfHQDOkFjnZmdkc","https://i.scdn.co/image/ab6761610000e5eb71fda335e8846c853aa669d6","1.Forget Me Nots"
"PAW Patrol",1,"1JPhbKU3boL67fftU3U1ED","https://i.scdn.co/image/ab6761610000e5eb1bbe4af5bcc527e8900ccf5f","1.PAW Patrol Opening Theme"
"Peaches & Herb",1,"6qI4LTzMRpTxRzMZPvv2C6","https://i.scdn.co/image/4e21f76c0f422879a0f63d270a85ece383d18cdb","1.Reunited"
"Phil Collins",1,"4lxfqrEsLX6N1N4OCSkILp","https://i.scdn.co/image/ab6761610000e5ebd4e38c4e3e5c82774740e28d","1.You'll Be In My Heart"
"Pink Sweat$",1,"1W7FNibLa0O0b572tB2w7t","https://i.scdn.co/image/ab6761610000e5eb69bda36cbaa450c1c895b5cc","."
"Pinkfong",1,"7cTXfwpe9peK0UE1bZyIWZ","https://i.scdn.co/image/ab6761610000e5eb730d0b0210405e82447ca082","1.Baby Shark"
"Placebo",1,"6RZUqkomCmb8zCRqc9eznB","https://i.scdn.co/image/ab6761610000e5ebc8b42133fea50275b77f45e2","1.Running Up That Hill"
"PnB Rock",1,"21WS9wngs9AqFckK7yYJPM","https://i.scdn.co/image/ab6761610000e5eb4962230cc9649e2083ac1665","1.Dangerous "
"Porsha Williams",1,"20IZEvkC8RIUphdPVanfZT","https://i.scdn.co/image/ab67616d0000b27361ecdc6bda59622a8aa49509","1.Legs, Hips, Body"
"Post Malone",1,"246dkjvS1zLTtiykXe5h60","https://i.scdn.co/image/ab6761610000e5ebe17c0aa1714a03d62b5ce4e0","1.Wow."
"Pretty Ricky",1,"6XwcepfAsPhrvwziGxhwju","https://i.scdn.co/image/ab6761610000e5ebbe775c460b5cb46870921795","1.On the Hotline"
"Pusha T",1,"0ONHkAv9pCAFxb0zJwDNTy","https://i.scdn.co/image/ab6761610000e5ebc5b88a3924d8318f25f20594","1.Maybe"
"Queen",1,"1dfeR4HaWDbWqFHLkxsg1d","https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982","1.Butterflies,2.We Are The Champions,3.XO"
"Queen Naija",1,"3nViOFa3kZW8OMSNOzwr98","https://i.scdn.co/image/ab6761610000e5eb89ce5e0c3069b1fedd827098","1.Butterflies"
"Quincy Jones",1,NA,NA,"1.Ease On Down The Road #1 (The Wiz)"
